2,2,2,2,2,2,3,3,3,3,4,4,4,5,6,7,8,9,12,14,17,21,26,31,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2,2,2,2,2,2,3,3,3,3,4,4,4,5,6,7,8,10,12,15,18,23,27,33,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2,2,2,2,2,2,3,3,3,3,4,4,4,5,6,8,9,11,13,17,20,24,29,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2,2,2,2,2,2,3,3,3,3,4,4,5,5,7,8,9,12,14,17,21,26,31,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2,2,2,2,2,3,3,3,3,3,4,4,5,6,7,8,10,13,15,19,23,27,34,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2,2,2,2,2,3,3,3,3,3,4,4,5,6,8,9,11,14,17,20,24,29,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2,2,2,2,2,3,3,3,3,4,4,5,5,7,8,9,12,14,17,21,26,31,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2,2,2,2,2,3,3,3,3,4,4,5,6,7,8,10,13,16,19,23,27,34,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2,2,2,2,2,3,3,3,4,4,4,5,6,7,9,11,14,17,20,24,29,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2,2,2,2,2,3,3,3,4,4,4,5,6,8,9,12,14,17,21,26,31,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2,2,2,2,2,3,3,3,4,4,4,5,7,8,9,13,16,18,22,27,33,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2,2,2,2,2,3,3,3,3,4,5,6,7,9,11,13,16,20,24,29,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2,2,2,2,2,2,2,3,3,4,4,5,6,9,9,14,17,21,21,27,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
